字段3,字段1,字段2
"002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617,002617",,"露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技,露笑科技"
002641,太阳能 ;光伏概念 ;地下管网,永高股份
"002641,002641,002641",,"永高股份,永高股份,永高股份"
002446,更多车联网 ;智能路由器 ;智能汽车 ;基站天线 ;军民融合 ;汽车电子 ;移动天线 ;5G ;物联网 ;军工 ;华为概念 ;新基建,盛路通信
"002446,002446,002446,002446,002446,002446,002446,002446,002446,002446",,"盛路通信,盛路通信,盛路通信,盛路通信,盛路通信,盛路通信,盛路通信,盛路通信,盛路通信,盛路通信"
600845,更多电子信息 ;车联网 ;智能汽车 ;互联网+ ;国产软件 ;云计算 ;工业互联网 ;央企国资改革 ;大数据 ;年报预增 ;边缘计算 ;机构重仓,宝信软件
300250,更多智能家居 ;三网融合 ;5G ;智慧党建 ;大数据 ;证金持股,初灵信息
"300250,300250,300250,300250,300250,300250,300250,300250,300250,300250,300250,300250,300250,300250",,"初灵信息,初灵信息,初灵信息,初灵信息,初灵信息,初灵信息,初灵信息,初灵信息,初灵信息,初灵信息,初灵信息,初灵信息,初灵信息,初灵信息"
000695,更多滨海新区 ;在线教育 ;环渤海 ;天津自贸区 ;地方国资改革 ;天津国资改革,滨海能源
000969,更多低碳 ;央企控股 ;稀土永磁 ;蓝宝石 ;分布式发电 ;液态金属 ;新材料概念 ;特斯拉 ;融资融券 ;钨 ;深股通 ;转融券标的 ;钼 ;核电 ;碳纤维 ;无线充电 ;小金属概念 ;3D打印 ;央企国资改革 ;燃料电池 ;证金持股,安泰科技
"000969,000969,000969,000969",,"安泰科技,安泰科技,安泰科技,安泰科技"
002916,更多存储芯片 ;富士康概念 ;芯片概念 ;5G ;深股通 ;通信基站 ;芯片封装测试 ;集成电路概念 ;苹果概念 ;中航系 ;华为概念 ;央企国资改革 ;年报预增 ;MSCI预期,深南电路
"002916,002916",,"深南电路,深南电路"
600291,沪股通 ;MSCI预期,西水股份
"600291,600291,600291,600291,600291,600291,600291,600291,600291,600291",,"西水股份,西水股份,西水股份,西水股份,西水股份,西水股份,西水股份,西水股份,西水股份,西水股份"
600152,更多口罩 ;锂电制造 ;锂电池 ;年报预增 ;华为概念 ;华为汽车 ;燃料电池,维科技术
"600152,600152,600152",,"维科技术,维科技术,维科技术"
000970,更多节能环保 ;再生金属 ;风电 ;磁悬浮 ;低碳 ;央视财经50 ;新材料概念 ;融资融券 ;深股通 ;转融券标的 ;超级高铁 ;小金属概念 ;特斯拉 ;稀土永磁 ;中科院系 ;养老金持股,中科三环
000970,,中科三环
002402,更多电子烟 ;元器件 ;汽车电子 ;智能建筑 ;深股通 ;物联网平台层 ;物联网应用层 ;物联网感知层 ;芯片概念 ;股权转让 ;5G ;节能照明 ;雷达 ;智能家居 ;物联网 ;国资驰援 ;军工,和而泰
"002402,002402,002402,002402,002402,002402",,"和而泰,和而泰,和而泰,和而泰,和而泰,和而泰"
300383,更多互联网平台 ;工业互联网 ;云服务 ;深股通 ;云计算 ;大数据 ;区块链应用 ;区块链 ;网络切片 ;养老金持股,光环新网
"300383,300383,300383,300383,300383,300383,300383,300383,300383",,"光环新网,光环新网,光环新网,光环新网,光环新网,光环新网,光环新网,光环新网,光环新网"
600155,更多聚丙烯 ;地下管网 ;参股券商 ;雄安金融 ;融资融券 ;转融券标的 ;雄安新区 ;京津冀一体化 ;机构重仓,华创阳安
"600155,600155,600155,600155,600155,600155,600155,600155",,"华创阳安,华创阳安,华创阳安,华创阳安,华创阳安,华创阳安,华创阳安,华创阳安"
000851,更多创投 ;京东概念 ;物流电商平台 ;IPV6 ;互联网保险 ;央企控股 ;电子商务 ;电子信息 ;移动转售 ;电子标签 ;融资融券 ;移动互联网 ;转融券标的 ;物联网 ;物联网感知层 ;互联网+ ;大数据 ;互联网彩票 ;央企国资改革 ;新基建 ;边缘计算,高鸿股份
"000851,000851,000851,000851",,"高鸿股份,高鸿股份,高鸿股份,高鸿股份"
300543,智能家居 ;锂电设备 ;锂电池 ;创投,朗科智能
"300543,300543",,"朗科智能,朗科智能"
002463,更多云计算 ;沪台通 ;汽车电子 ;深股通 ;5G ;华为概念 ;年报预增 ;台湾概念股,沪电股份
"002463,002463,002463",,"沪电股份,沪电股份,沪电股份"
002250,更多金改 ;小额贷款 ;融资融券 ;深股通 ;转融券标的 ;创新药 ;贸易战影响股,联化科技
"002250,002250,002250,002250,002250",,"联化科技,联化科技,联化科技,联化科技,联化科技"
000686,更多参股新三板 ;互联网券商 ;振兴东北 ;融资融券 ;深股通 ;转融券标的 ;MSCI预期 ;证金持股,东北证券
"000686,000686,000686,000686,000686",,"东北证券,东北证券,东北证券,东北证券,东北证券"
603383,国产软件 ;金融科技 ;数字中国 ;互联网金融,顶点软件
"603383,603383,603383,603383,603383,603383",,"顶点软件,顶点软件,顶点软件,顶点软件,顶点软件,顶点软件"
002571,网络游戏 ;IP概念 ;股权转让 ;创投,德力股份
"002571,002571,002571,002571,002571,002571,002571,002571,002571,002571",,"德力股份,德力股份,德力股份,德力股份,德力股份,德力股份,德力股份,德力股份,德力股份,德力股份"
300430,工业4.0 ;健康中国 ;医疗器械概念,诚益通
"300430,300430,300430,300430,300430,300430,300430,300430",,"诚益通,诚益通,诚益通,诚益通,诚益通,诚益通,诚益通,诚益通"
300471,更多LNG动力船 ;页岩气 ;LNG加气站 ;天然气 ;股权转让 ;燃料电池 ;氢能源,厚普股份
"300471,300471,300471,300471,300471,300471,300471,300471,300471,300471,300471,300471,300471,300471",,"厚普股份,厚普股份,厚普股份,厚普股份,厚普股份,厚普股份,厚普股份,厚普股份,厚普股份,厚普股份,厚普股份,厚普股份,厚普股份,厚普股份"
600338,更多铟 ;锌 ;涉矿 ;稀有金属 ;锂电池 ;锂矿 ;沪股通 ;一带一路 ;贸易战影响股 ;锂电原料 ;小金属概念,西藏珠峰
"600338,600338,600338,600338,600338,600338,600338,600338,600338,600338",,"西藏珠峰,西藏珠峰,西藏珠峰,西藏珠峰,西藏珠峰,西藏珠峰,西藏珠峰,西藏珠峰,西藏珠峰,西藏珠峰"
"002114,002114,002114,002114,002114,002114",,"罗平锌电,罗平锌电,罗平锌电,罗平锌电,罗平锌电,罗平锌电"
000906,更多融资租赁 ;互联网钢铁 ;电子商务 ;浙江国资改革 ;地方国资改革 ;年报预增,浙商中拓
"000906,000906,000906",,"浙商中拓,浙商中拓,浙商中拓"
300679,更多移动射频 ;5G ;深股通 ;华为概念 ;消费电子 ;科创板预期,电连技术
"300679,300679,300679,300679,300679,300679",,"电连技术,电连技术,电连技术,电连技术,电连技术,电连技术"
000850,涉矿 ;地方国资改革 ;工业大麻,华茂股份
"000850,000850,000850,000850,000850",,"华茂股份,华茂股份,华茂股份,华茂股份,华茂股份"
603906,创投,龙蟠科技
"603906,603906",,"龙蟠科技,龙蟠科技"
600217,固废处理 ;供销社,中再资环
"600217,600217,600217,600217,600217",,"中再资环,中再资环,中再资环,中再资环,中再资环"
002330,更多职业教育 ;生猪屠宰 ;电子商务 ;兜底增持 ;猪肉 ;机构重仓,得利斯
"002330,002330,002330,002330,002330",,"得利斯,得利斯,得利斯,得利斯,得利斯"
603013,新股与次新股 ;汽车制造概念 ;央企国资改革 ;燃料电池,亚普股份
603118,更多宽带中国 ;基因测序 ;智能家居 ;虚拟现实 ;沪股通 ;通信基站 ;物联网平台层 ;物联网应用层 ;智能医疗 ;5G ;物联网 ;医疗器械概念 ;新基建 ;年报预增,共进股份
"603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118,603118",,"共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份,共进股份"
000593,更多供气 ;西气东输 ;雄安新区 ;涉矿 ;抗寒 ;小金属概念 ;黄金概念 ;天然气 ;兜底增持 ;股权转让 ;信托概念 ;地下管网,大通燃气
"000593,000593,000593",,"大通燃气,大通燃气,大通燃气"
"601166,601166,601166,601166,601166",,"兴业银行,兴业银行,兴业银行,兴业银行,兴业银行"
300002,更多职业教育 ;电子信息 ;在线教育 ;足球概念 ;融资融券 ;机器人概念 ;深股通 ;5G ;转融券标的 ;服务机器人 ;区块链应用 ;征信 ;大数据 ;手机游戏 ;工业互联网 ;人工智能 ;物联网 ;区块链 ;核电 ;态势感知,神州泰岳
"300002,300002,300002,300002,300002,300002,300002,300002,300002,300002",,"神州泰岳,神州泰岳,神州泰岳,神州泰岳,神州泰岳,神州泰岳,神州泰岳,神州泰岳,神州泰岳,神州泰岳"
000666,更多基因测序 ;深股通 ;信托概念 ;央企国资改革 ;恒大概念,经纬纺机
"000666,000666,000666",,"经纬纺机,经纬纺机,经纬纺机"
603767,乡村振兴 ;农机 ;新能源汽车,中马传动
603767,,中马传动
300050,更多大数据 ;职业教育 ;机器人概念 ;移动互联网 ;在线教育 ;通信基站 ;工业机器人 ;物联网感知层 ;物联网 ;5G ;边缘计算 ;横琴新区,世纪鼎利
"300050,300050,300050,300050,300050,300050,300050,300050,300050,300050,300050,300050,300050,300050,300050,300050,300050,300050,300050",,"世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利,世纪鼎利"
002176,更多新能源物流车 ;稀有金属 ;鄱阳湖经济区 ;涉矿 ;迪士尼 ;高岭土概念 ;赣南振兴 ;稀缺资源 ;节能电机 ;智能玻璃 ;融资融券 ;深股通 ;电机电控 ;转融券标的 ;新能源汽车 ;正极材料 ;锂电原料 ;锂矿 ;锂电池 ;燃料电池,江特电机
"002176,002176,002176,002176,002176,002176,002176,002176,002176,002176",,"江特电机,江特电机,江特电机,江特电机,江特电机,江特电机,江特电机,江特电机,江特电机,江特电机"
000807,更多稀缺资源 ;电力改革 ;涉矿 ;通信基站 ;融资融券 ;深股通 ;新能源汽车 ;炭素 ;转融券标的 ;贸易战影响股 ;氧化铝 ;有色铝 ;股权转让 ;央企国资改革 ;工业互联网 ;燃料电池,云铝股份
"000807,000807,000807,000807,000807,000807,000807,000807,000807",,"云铝股份,云铝股份,云铝股份,云铝股份,云铝股份,云铝股份,云铝股份,云铝股份,云铝股份"
300091,更多余热发电 ;污水处理 ;航天军工 ;核电 ;节能环保 ;农村环境治理 ;合同能源管理 ;军工 ;深股通 ;生物质能 ;高端装备 ;无人机 ;乡村振兴 ;股权转让 ;燃料电池 ;氢能源,金通灵
"300091,300091,300091,300091",,"金通灵,金通灵,金通灵,金通灵"
600490,更多超材料概念 ;临近空间 ;融资融券 ;白银 ;沪股通 ;铜 ;转融券标的 ;医保目录 ;涉矿 ;钴 ;小金属概念 ;黄金概念,鹏欣资源
"600490,600490,600490,600490,600490,600490,600490",,"鹏欣资源,鹏欣资源,鹏欣资源,鹏欣资源,鹏欣资源,鹏欣资源,鹏欣资源"
600393,更多涉矿 ;沪股通 ;养老地产 ;特色小镇 ;粤港澳大湾区,粤泰股份
"600393,600393,600393,600393,600393,600393,600393,600393,600393,600393",,"粤泰股份,粤泰股份,粤泰股份,粤泰股份,粤泰股份,粤泰股份,粤泰股份,粤泰股份,粤泰股份,粤泰股份"
000415,更多航空租赁 ;小额贷款 ;雄安新区 ;雄安金融 ;环渤海 ;滨海新区 ;融资融券 ;深股通 ;转融券标的 ;飞机租赁 ;融资租赁 ;海航系 ;金改 ;天津自贸区,渤海租赁
"000415,000415,000415,000415,000415,000415",,"渤海租赁,渤海租赁,渤海租赁,渤海租赁,渤海租赁,渤海租赁"
600094,更多融资租赁 ;参股保险 ;B转H ;融资融券 ;金控平台 ;转融券标的 ;沪股通,大名城
"600094,600094,600094,600094,600094,600094,600094,600094,600094",,"大名城,大名城,大名城,大名城,大名城,大名城,大名城,大名城,大名城"
"600980,600980",,"北矿科技,北矿科技"
603803,更多智能电网 ;沪股通 ;物联网 ;5G ;光通信设备 ;工业互联网 ;边缘计算,瑞斯康达
"603803,603803,603803",,"瑞斯康达,瑞斯康达,瑞斯康达"
002405,更多遥感技术 ;地理信息 ;智能交通 ;马云概念 ;智慧城市 ;诺基亚 ;宝马概念 ;国产替代 ;网约车 ;电子信息 ;腾讯概念 ;融资融券 ;深股通 ;转融券标的 ;AI芯片 ;卫星导航 ;大数据 ;车联网 ;汽车电子 ;蔚来汽车概念 ;人工智能 ;智能汽车 ;芯片概念 ;互联网+ ;无人驾驶 ;特斯拉 ;年报预增 ;独角兽概念 ;MSCI预期 ;国产软件 ;华为汽车 ;安邦系 ;证金持股 ;高送转,四维图新
"002405,002405,002405,002405,002405,002405",,"四维图新,四维图新,四维图新,四维图新,四维图新,四维图新"
"603618,603618",,"杭电股份,杭电股份"
300502,5G,新易盛
"300502,300502,300502,300502,300502,300502,300502,300502,300502",,"新易盛,新易盛,新易盛,新易盛,新易盛,新易盛,新易盛,新易盛,新易盛"
300313,更多中澳自贸区 ;奶牛养殖 ;参股新三板 ;土地流转 ;新疆建设兵团 ;牛羊肉 ;赛马概念,天山生物
"300313,300313,300313",,"天山生物,天山生物,天山生物"
300134,更多电子信息 ;基站射频 ;虚拟现实 ;小米概念 ;OLED材料 ;国资驰援 ;5G ;特斯拉 ;石墨烯 ;OLED ;无人驾驶 ;华为概念 ;柔性屏,大富科技
"300134,300134,300134,300134,300134,300134,300134",,"大富科技,大富科技,大富科技,大富科技,大富科技,大富科技,大富科技"
000977,更多两会 ;OGS触控屏 ;网络游戏 ;军工 ;去IOE ;电子信息 ;IPV6 ;智能路由器 ;国产软件 ;国产替代 ;电子发票 ;超级计算机 ;透明计算 ;数据存储 ;融资融券 ;显卡 ;深股通 ;转融券标的 ;GPU ;人工智能 ;智慧城市 ;机器学习 ;美团概念股 ;网易概念 ;今日头条概念 ;地方国资改革 ;云计算 ;MSCI预期 ;边缘计算 ;山东国资改革,浪潮信息
"000977,000977,000977",,"浪潮信息,浪潮信息,浪潮信息"
002056,更多PM2.5 ;空气净化 ;新能源 ;军工 ;永磁高铁 ;新材料概念 ;磷酸铁锂 ;融资融券 ;深股通 ;正极材料 ;光伏概念 ;苹果概念 ;锂电池 ;转融券标的 ;固态电池 ;覆铜板 ;小金属概念 ;特斯拉 ;稀土永磁 ;无线充电,横店东磁
"002056,002056,002056",,"横店东磁,横店东磁,横店东磁"
300615,基站射频 ;移动射频 ;5G ;新基建,欣天科技
"300615,300615,300615,300615",,"欣天科技,欣天科技,欣天科技,欣天科技"
300504,更多物联网传输层 ;物联网 ;光通信设备 ;深股通 ;5G ;边缘计算,天邑股份
"300504,300504,300504",,"天邑股份,天邑股份,天邑股份"
"600510,600510",,"黑牡丹,黑牡丹"
002848,数字电视 ;智能家居 ;5G ;超清视频,高斯贝尔
"002848,002848",,"高斯贝尔,高斯贝尔"
